"planet_key"|"PLANET"|"Star_idx"|"Mass"|"Density"|"Relative Radius"|"type_terrain"|"type of climate"
446|"Wazn Liu"|9555|2,12|1,032|1,27|"lava river:rocky desert"|"superheated:artic:temperate"
447|"Hinotori Whispers Yi"|254|4,54|0,761|1,81|"urban:plain:vine"|"superheated:windy:humid:tropical"
448|"Hinotori Whispers Liu"|254|1,29|1,357|0,98|"urban:ice cave"|"artic:frigid:tropical"
449|"Hinotori Whispers San"|254|5,44|1,056|1,73|"lakes"|"frozen:arid"
450|"Horna Artemian"|288|1,96|0,908|1,29|"valley"|"windy:subartic:frigid:humid"
451|"Spectral Serenity Nonal"|507|2,25|1,06|1,29|"grassy hill:plateau:mountain:savanna"|"humid:rocky:hot:windy:tropical"
452|"Spectral Serenity Octal"|507|2,55|1,209|1,28|"glacier:field:plain:city:ocean"|"rocky:hot:subartic"
453|"Ankh Seraph XVII"|3097|1,97|0,938|xx|"rocky island:ocean:plain:rock arche:savanna"|"artificial temperate:humid:windy:rocky"
454|"Tesserara Gamma"|9327|6,63|0,875|1,96|"barren:ocean:volcano:vine"|"frozen:arid:tropical"
455|"Tesserara Pi"|9327|5,57|1,207|1,66|"urban:rocky canyon"|"hot:temperate"
456|"Yildun XIX"|7052|1,33|1,061|1,08|"vine:canyons"|"frigid:artic:superheated:temperate:hot"
457|"Yildun VI"|7052|8,49|1,243|1,9|"ice cave:cityscape:sea:field:vine"|"artificial temperate:frigid:artic:subartic:rocky:temperate"
458|"Enishi Resonance Jiu"|6503|1,67|0,911|1,22|"forest:ice cave:sinkholes"|"subartic:arid:hot:humid:windy"
459|"Enishi Resonance San"|6503|1,58|1,078|1,14|"savanna:urban:desert:rocky desert:tundra:cityscape"|"rocky:artificial temperate:temperate:artic:tropical"
460|"Quantum Radiance Phi"|3783|0,84|1,1|0,91|"plateau:ice canyon:reef:forest:jungle"|"frozen:tropical:artic"
461|"Porrima Duodecimal"|3430|3,15|0,747|1,62|"tundra:cave"|"subartic:tropical"
462|"Porrima Undecimal"|3430|xx|0,839|1|"ash:volcano:rock arche:canyons"|"superheated:frigid:temperate:subartic:humid"
463|"Porrima Prime"|3430|1,23|0,989|1,08|"toxic cloudsea:reef:city:rocky canyon:cliff"|"arid:frigid:tropical:frozen"
464|"Fuji Nebula Irisian"|6690|5,72|1,005|1,79|"ash:volcano:desert:verdant:canyons:grassy hill"|"rocky:frigid:hot:subartic"
465|"Iklil Herculean"|9897|7,42|0,948|1,99|"reef:verdant:canyons:sinkholes:vine:sea:acid pool:hill:lakes"|"frigid:artic:superheated:rocky:subartic:temperate"
466|"Iklil Centaurios"|9897|3,31|1,095|1,45|"plateau:cliff"|"rocky"
467|"Iklil Museios"|9897|0,93|1,048|0,96|"plateau:lakes:savanna:ice cave"|"arid:frozen:subartic"
468|"Iklil Psychean"|9897|5,88|1,229|1,69|"vine:ice canyon:tundra:city:canyons:plain:sea:plateau:bog:sinkholes:cliff"|"artificial temperate:tropical:frigid:rocky:subartic:superheated:temperate"
469|"Ma'at's Silence Pantheon"|3749|4,17|1,175|1,53|"urban:reef:verdant:sinkholes"|"superheated:rocky:arid:windy:artificial temperate"
470|"Diphda Liu"|6313|3,53|0,851|1,61|"acid pool"|"frigid:artic:hot:artificial temperate:subartic:windy"
471|"Diphda Si"|6313|0,76|0,691|1,03|"plain"|"temperate:frigid:artic:frozen"
472|"Celestial Echo Quintal"|6337|5,13|0,924|1,77|"verdant"|"frigid"
473|"Tarazed Wu"|6998|8,52|0,841|2,16|"cityscape:verdant:acid pool:mountain:valley:river:jungle:plain"|"rocky:frigid:artificial temperate:superheated:artic:arid:windy"
474|"Comet Veil VII"|146|3,55|0,834|1,62|"lava river:valley:canyons"|"artic:superheated"
475|"Cosmosol Epsilon"|1347|0,98|0,852|1,05|"urban:ice canyon"|"frozen:tropical:artificial temperate:frigid"
476|"Rapeto Undecimal"|7198|2,16|0,957|1,31|"hill"|"artic"
477|"Rapeto Decimal"|7198|4,44|1,017|1,63|"mountain:verdant:urban:rock arche:savanna"|"frozen:rocky:subartic"
478|"Rapeto Duodecimal"|7198|4,72|0,804|1,8|"reef"|"humid:temperate:artificial temperate:rocky"
479|"Rapeto Octal"|7198|3,24|1,148|1,41|"cityscape:rock arche:urban"|"temperate:superheated:tropical:frozen:windy"
480|"Komorebi Chimeraean"|4552|2,92|1,518|1,24|"tundra"|"artificial temperate:frigid"
481|"Kiri Horizon Jiu"|8300|8,72|0,819|2,2|"forest:desert:scrubland"|"windy:arid:humid:frigid:artificial temperate"
482|"Stribor Qi"|1390|1,58|0,651|1,34|"island:cityscape"|"frigid:temperate"
483|"Stribor Yi"|1390|0,98|1,082|0,97|"ash:verdant:rocky canyon:fungus forest:cityscape"|"artic:temperate:artificial temperate:windy:hot"
484|"Stribor Si"|1390|3,37|0,776|1,63|"bog:verdant"|"temperate"
485|"Stribor San"|1390|1,3|0,945|1,11|"savanna:valley:field:canyons"|"temperate:arid:rocky"
486|"Piautos Vigesimal"|9483|3,87|0,46|2,03|"reef:field:ice cave:plateau:jungle"|"hot:frozen:tropical:subartic:humid:frigid"
487|"Geisha's Whisper IX"|5853|1,61|1,253|1,09|"ice canyon:reef:ice cave"|"frigid:frozen"
488|"Geisha's Whisper VIII"|5853|1,51|1,046|1,13|"rainforest:toxic cloudsea:plateau"|"artic:tropical:subartic:hot:windy"
489|"Kaus Media Herculean"|6735|xx|1,199|1,2|"rock arche:reef:island:savanna"|"temperate:subartic:frigid:humid:tropical:artic:artificial temperate"
490|"Astrophia Quartal"|9466|2,71|1,208|1,31|"verdant:fungus forest:grassland"|"hot:frigid:temperate:artificial temperate"
491|"Inari's Cascade Echoian"|5642|3,35|1,287|1,38|"mountain:island:lava river:grassland:plain:jungle"|"tropical:arid:rocky:temperate:artic"
492|"Spica Tritonian"|7696|4,57|0,943|1,69|"plateau:jungle:rainforest:lakes:canyons:verdant"|"frigid:superheated:windy:subartic:humid"
493|"Ronin's Veil Nereidos"|5833|3,39|1,094|1,46|"vine:cityscape:hill"|"hot:tropical:windy"
494|"Stellae Abyss Si"|4431|7,78|0,909|2,05|"grassy hill:plateau"|"humid"
495|"Stellae Abyss Shi"|4431|0,89|1,057|0,94|"plateau:glacier:urban:rocky island:valley"|"rocky:frozen:humid:arid"
496|"Stellae Abyss Liu"|4431|xx|1,146|1,97|"vine"|"artic:frozen:humid:temperate"
497|"Stellae Abyss Wu"|4431|3,17|1,16|1,4|"valley:lava river:tundra:urban:ice canyon"|"superheated:rocky:frozen"
498|"Astromara Sigma"|9692|8,67|1,579|1,76|"hill:grassy hill:grassland:rocky desert:acid pool:valley"|"frigid:tropical:subartic:rocky:artic:temperate:frozen"
499|"Astromara Chi"|9692|1,39|1,142|1,07|"cliff:plain:grassy hill"|"temperate:tropical:rocky:artificial temperate"
500|"Gloas Eosian"|1591|1,03|0,954|1,03|"ocean:verdant:cliff"|"windy:frozen:artic:tropical"
501|"Yūgen Shadows Qi"|9721|1,24|1,264|0,99|"vine"|"arid:subartic:artificial temperate:frozen:windy"
502|"Yūgen Shadows Wu"|9721|1,89|1,161|1,18|"cave:ocean:rocky desert:field:ice cave:rocky island"|"subartic:arid:temperate:frigid"
503|"Astral Echo Titanos"|1671|2,2|0,603|1,54|"sinkholes:vine:rocky island:ash"|"temperate:artificial temperate:arid:superheated:tropical:humid"
504|"Obelisk Beacon Hecatean"|5537|9,01|1,312|1,9|"rocky desert"|"frozen:superheated"
505|"Thunderforge Dionian"|9067|2,75|0,459|1,82|"valley:city"|"arid:windy"
506|"Thunderforge Typhonian"|9067|4,35|1,317|1,49|"savanna:valley:cityscape"|"superheated:tropical:subartic:rocky:artificial temperate"
507|"Gienah San"|1465|3,36|1,205|1,41|"hill"|"subartic:frozen:rocky:hot:frigid"
508|"Gienah Shi"|1465|3,02|1,419|1,29|"grassland:vine"|"temperate:frozen"
509|"Moriah Rho"|3470|4,83|0,949|1,72|"sinkholes:swamp:rock arche"|"frigid:humid:artificial temperate:hot"
510|"Lyraflux Omicron"|6042|6,59|0,63|2,19|"ocean:acid pool:ice cave"|"frigid:tropical:temperate:superheated:windy:frozen"
511|"Lyraflux Kappa"|6042|5,17|1,217|1,62|"cave:ocean:cliff"|"temperate:hot:frigid"
512|"Lyraflux Iota"|6042|1,06|0,812|1,09|"ice cave:cliff:grassy hill:plateau:grassland"|"subartic:temperate:superheated:frozen"
513|"Cosmogon Enigma Undecimal"|7778|3,79|0,831|1,66|"rocky desert"|"artic:frozen"
514|"Bélénos Liu"|9199|1,29|0,953|1,11|"hill"|"rocky:humid:frigid:superheated:artificial temperate"
515|"Bélénos Ba"|9199|9,09|1,274|1,92|"verdant:desert:rocky island:ocean:rainforest:bog"|"artic:frozen:humid:rocky"
516|"Bélénos Qi"|9199|8,52|1,342|1,85|"river:rock arche:toxic cloudsea"|"hot:artic:arid:subartic:tropical"
517|"Absolutno Quartal"|8995|1,79|0,624|1,42|"river"|"subartic:tropical"
518|"Absolutno Octal"|8995|8,61|0,954|2,08|"canyons:city:glacier:desert"|"artic:rocky:arid:frozen"
519|"Cosmosis San"|545|4,24|0,919|1,66|"verdant:grassland:rocky canyon:acid pool:river:reef:sea:hill:lava river"|"hot:superheated:temperate:frozen:artic:artificial temperate"
520|"Cosmosis Wu"|545|1,27|1,092|1,05|"rock arche:grassland:bog"|"windy:arid:temperate:artificial temperate:humid"
521|"Cosmosis Yi"|545|1,51|1,388|1,03|"forest:valley:grassland:plateau:reef:mountain:glacier"|"artificial temperate:rocky:frozen:temperate:hot"
522|"Cosmosis Si"|545|3,05|0,967|1,47|"rocky island:rock arche:swamp:desert"|"rocky:humid:superheated:tropical"
523|"Helionyx Omega"|7382|2,18|0,949|1,32|"bog:field"|"frigid:humid:temperate:arid"
524|"Yoru Ascendance Irisian"|7772|4,68|1,116|xx|"reef:sinkholes:fungus forest"|"frozen:hot:subartic:frigid:humid"
525|"Umbra Veil Quintal"|382|2,26|0,925|1,35|"lakes:field:verdant:forest"|"temperate:hot:frigid:arid:superheated"
526|"Umbra Veil Secant"|382|3,32|0,802|xx|"reef:savanna:canyons"|"humid:arid:artificial temperate"
527|"Mahsati Qi"|4764|7,48|0,552|2,38|"mountain:rocky desert:field:volcano:tundra"|"frigid:arid:temperate"
528|"Mahsati Wu"|4764|2,31|0,993|1,33|"lakes:savanna:city:rocky canyon"|"humid:arid:tropical"
529|"Mahsati Er"|4764|xx|0,58|1,39|"urban:sea:cityscape:mountain:ocean:plain:jungle"|"temperate:superheated:artificial temperate:artic:hot"
530|"Astrolithium Pantheon"|724|2,91|1,071|1,4|"jungle:savanna"|"frozen:hot:tropical"
531|"Alphecca Undecimal"|455|2,88|0,781|1,55|"reef"|"tropical:windy:hot"
532|"Ryusei Radiance XVII"|588|0,62|1,081|0,83|"swamp"|"rocky:tropical"
533|"Skybreaker Liu"|7458|2,66|1,165|1,32|"verdant:rock arche"|"artificial temperate:frozen:tropical:humid:subartic"
534|"Nebulonara III"|8560|3,79|1,167|1,48|"tundra"|"subartic:superheated"
535|"Nebulonara XXIII"|8560|3,74|0,776|1,69|"valley"|"superheated:artificial temperate:humid:frigid:tropical"
536|"Nebulonara XV"|8560|9,62|0,9|2,2|"fungus forest:grassland:toxic cloudsea:field"|"windy:artic:frigid:artificial temperate:humid"
537|"Nebulonara XIX"|8560|1,5|1,087|xx|"forest:city:verdant:swamp:jungle:ice canyon:glacier"|"humid:hot:artic:artificial temperate:temperate"
538|"Cujam Beta"|8067|0,93|1,037|0,96|"bog"|"tropical:windy:frigid:frozen"
539|"Cujam Chi"|8067|6,58|1,081|1,83|"sea:forest"|"hot:artificial temperate:rocky"
540|"Cujam Epsilon"|8067|2,21|0,967|1,32|"savanna:rainforest:hill"|"windy:humid:arid"
541|"Cujam Alpha"|8067|3,85|1,086|1,52|"cityscape:canyons"|"tropical:frozen:artificial temperate:windy:frigid:rocky:hot"
542|"Orion's Elegance Nereidos"|9310|5,9|0,931|1,85|"lava river"|"frigid:rocky:temperate:arid"
543|"Orion's Elegance Herculean"|9310|4,25|0,759|1,78|"island:rocky desert:valley:ice cave:lakes"|"rocky:humid:subartic"
544|"Nebulionara XXI"|1820|5,69|1,233|xx|"scrubland:rocky island:river:sea:sinkholes"|"hot:artic:arid:rocky"
545|"Nebulionara XV"|1820|7,97|1,428|1,77|"cave:swamp:plateau:rocky canyon"|"temperate:artificial temperate:humid:hot:windy"
546|"Nebulionara III"|1820|1,53|1,245|1,07|"canyons:forest:rocky island:plain:field"|"tropical:subartic:rocky:temperate"
547|"Fumalsamakah San"|9141|2,33|1,007|1,32|"volcano:urban:hill"|"arid:temperate:artic"
548|"Fumalsamakah Er"|9141|9,19|1,052|2,06|"forest"|"tropical:hot:windy:subartic"
549|"Fumalsamakah Liu"|9141|0,74|0,761|0,99|"cityscape:cliff:grassy hill:vine:field:hill:river"|"tropical:artic:artificial temperate:subartic:humid:temperate:rocky"
550|"Exoplantra Shi"|7892|6,8|0,548|2,32|"cliff:vine:ocean:toxic cloudsea:sea:scrubland:bog:hill"|"superheated:humid:frozen:arid:rocky:artic"
551|"Exoplantra Wu"|7892|1,02|1,349|0,91|"canyons"|"hot:rocky"
552|"Exoplantra San"|7892|1,73|1,108|1,16|"jungle:city:lava river"|"frigid:superheated:humid:subartic:artificial temperate"
553|"Sekhmet's Ember Octal"|8963|4,95|1,301|1,56|"valley"|"temperate:windy:tropical"
554|"Orionara Qi"|5578|5,24|1,137|1,66|"ocean:cityscape:mountain:volcano:ice canyon"|"arid:frigid:windy:rocky:temperate:subartic"
555|"Orionara Yi"|5578|7,93|0,816|2,13|"sea:reef"|"humid:hot"
556|"Orionara Shi"|5578|0,71|0,939|xx|"ocean:desert:ice cave:canyons:rocky canyon:hill"|"hot:superheated:subartic:temperate:artificial temperate"
557|"Mikado Serenity Upsilon"|3847|2,06|1,167|1,21|"swamp:rocky island:mountain:glacier:cave"|"rocky:temperate:humid:frozen:superheated"
558|"Axólotl III"|1718|0,84|0,967|0,95|"desert:savanna:lava river"|"arid:frigid"
559|"Axólotl X"|1718|6,84|1,294|1,74|"valley"|"artic:rocky:windy"
560|"Marfik XXIV"|5054|2,82|1,002|1,41|"city:plateau:rocky canyon:sinkholes:grassy hill"|"superheated:windy:rocky:frigid:tropical:humid:artificial temperate"
561|"Oborozuki Octal"|7287|1,32|0,639|1,27|"plateau:rocky desert"|"windy:arid"
562|"Oborozuki Septimal"|7287|9,58|0,678|2,42|"fungus forest:tundra:ice canyon"|"hot:superheated:frozen:rocky"
563|"Oborozuki Undecimal"|7287|6,42|1,047|1,83|"canyons:field"|"hot:humid:subartic"
564|"Oborozuki Vigesimal"|7287|4,81|1,065|1,65|"lava river:barren"|"arid"
565|"Mjoltr Olympios"|9710|2,49|1,148|1,29|"plateau:cave:acid pool:reef"|"subartic:superheated:temperate"
566|"Mjoltr Tritonian"|9710|5,86|0,908|1,86|"plateau:cave:lava river:vine:bog:ocean"|"temperate:hot:humid:tropical"
567|"Solarianth Vigesimal"|2156|1,91|1,057|1,22|"hill:plateau"|"humid:superheated:rocky:temperate"
568|"Solarianth Sextant"|2156|2,63|1,078|1,35|"bog"|"windy"
569|"Solarianth Secant"|2156|5,1|0,782|1,87|"cityscape:bog:verdant"|"artificial temperate:temperate:tropical:hot:arid:frozen"
570|"Solarianth Prime"|2156|3,84|0,828|1,67|"lakes:mountain:rock arche:river"|"humid:arid:superheated:rocky"
571|"Torii Beacon XIX"|53|6,15|1,363|1,65|"hill:ice canyon:valley:grassy hill:ocean:forest:bog:cityscape"|"frigid:humid:artic:tropical:artificial temperate"
572|"Torii Beacon X"|53|3,61|1,262|1,42|"cityscape"|"humid:superheated:hot:arid"
573|"Stardrake III"|5338|2,29|1,018|1,31|"urban:reef:rocky canyon"|"temperate:frigid"
574|"Procyon Quartal"|8624|2,13|0,844|1,36|"grassland:verdant:forest:vine"|"frigid:tropical:temperate"
575|"Cebalrai Tritonian"|6124|2,58|0,948|1,4|"sinkholes:ice cave"|"arid:artificial temperate:hot:tropical:temperate:artic"
576|"Khambalia Shi"|274|0,91|1,071|0,95|"field:rainforest:acid pool:glacier"|"humid:rocky:artic:frozen"
577|"Khambalia Wu"|274|3,14|1,349|1,33|"plain:sea:river:canyons:hill"|"temperate:frozen:rocky:frigid"
578|"Khambalia Yi"|274|1,41|1,486|0,98|"hill:volcano:rocky desert"|"rocky:subartic:windy:humid:hot:artificial temperate"
579|"Zubenelgenubi XIV"|475|4,79|1,09|1,64|"lakes:rocky desert:field:cave:savanna:ocean"|"frigid:windy:humid:hot:artificial temperate"
580|"Zubenelgenubi XVIII"|475|1,41|0,811|1,2|"barren:reef"|"arid:frigid:temperate:artic:artificial temperate"
581|"Zubenelgenubi XIX"|475|9,44|1,291|1,94|"jungle:lakes:island:rocky desert"|"frozen:temperate:rocky:arid:hot:frigid"
582|"Pulsara Yi"|8297|1,43|0,394|1,54|"ice canyon:grassy hill:cliff"|"subartic:hot"
583|"Pulsara Ba"|8297|4,72|0,892|1,74|"glacier:cityscape:ice canyon:grassland:rocky island:island:urban:ice cave"|"temperate:tropical:artic:artificial temperate:rocky"
584|"Ryusei Apollox"|7419|2,15|0,878|1,35|"rock arche:scrubland:rocky desert:field"|"artificial temperate:arid:tropical"
585|"Koi's Whisper Olympus"|9602|7,4|1,296|1,79|"urban:scrubland:city"|"arid:artic"
586|"Koi's Whisper Faunios"|9602|2,38|1,252|1,24|"hill:cave:rocky desert:rainforest:river:toxic cloudsea:sinkholes:acid pool"|"humid:frozen:temperate:superheated:subartic"
587|"Koi's Whisper Selenean"|9602|4,22|1,091|1,57|"canyons"|"hot"
588|"Sylvari Wu"|8217|2,33|1,234|1,24|"plain:grassy hill:rock arche"|"artificial temperate:superheated:windy"
589|"Sylvari Jiu"|8217|3,34|0,73|1,66|"acid pool:desert:plain:scrubland:sea"|"tropical:hot:arid:superheated:humid"
590|"Dracoara Beta"|1863|2,05|1,445|1,12|"grassland:field:forest:lava river:vine:plain"|"frigid:rocky:temperate:artic:humid:superheated:artificial temperate"
591|"Kaus Australis Hadean"|2337|3,36|1,115|1,44|"acid pool:tundra"|"temperate:windy:humid:subartic"
592|"Tabit Nonal"|6356|1,78|1,163|1,15|"valley:sea"|"rocky:frigid:artificial temperate"
593|"Tabit Prime"|6356|6,84|1,182|1,8|"valley:ice canyon:toxic cloudsea:field:city"|"humid:artificial temperate:artic:hot"
594|"Lunarisys Tau"|7975|7,63|0,767|2,15|"ocean:savanna:canyons:urban"|"superheated:artic:artificial temperate"
595|"Aetherionis Rho"|8161|1,1|1,106|1|"plain"|"windy:arid:tropical"
596|"Aetherionis Psi"|8161|5,51|1,169|1,68|""|"windy"
597|"Lusitânia Phi"|2028|3,95|0,881|1,65|"grassland:cityscape:ash:volcano:lava river:reef:hill:urban:rock arche"|"temperate:hot:subartic:arid:windy:superheated:artificial temperate"
598|"Fafnir Typhonian"|7185|2,34|0,992|1,33|"swamp:vine"|"frozen:windy:humid"
599|"Kasumi Whisper Titanos"|816|3,78|1,392|1,4|"urban:city:rainforest:bog:plain:plateau"|"superheated:frigid:hot:arid:windy"
600|"Kasumi Whisper Psychean"|8381|0,92|0,781|1,06|"volcano"|"frigid:hot"
601|"Kasumi Whisper Demetrian"|8381|1,9|0,849|1,31|"rock arche:reef"|"windy:humid"
602|"Helvetios Astraeos"|2193|0,84|1,254|0,88|"cliff:plateau:forest:grassland"|"artic:humid:frozen:temperate"
603|"Helvetios Demetrian"|2193|7,12|0,994|1,93|"sea:rocky island:mountain"|"rocky:frozen:temperate:tropical:arid"
604|"Comet Shroud Echoian"|6382|8,24|0,917|2,08|"lakes:plateau:sea:savanna:fungus forest"|"temperate:hot:arid:rocky:artic:windy:frozen"
605|"Comet Shroud Olympus"|6382|2,44|0,796|1,45|"sea"|"hot:frigid:superheated:tropical"
606|"Comet Shroud Atlasios"|6382|2,34|1,258|1,23|"savanna:valley:cityscape:forest:ocean:field"|"rocky:humid:temperate:artificial temperate"
607|"Comet Shroud Tritonian"|6382|1,99|0,83|1,34|"cliff"|"temperate:frigid"
608|"Titanium Quasar Quartal"|5870|5,17|1,147|1,65|"plateau:canyons:ocean:mountain:rocky canyon:cliff:rainforest:grassy hill"|"arid:frozen:rocky:humid:subartic:windy"
609|"Tegmine Yi"|7108|6,67|1,33|1,71|"ocean:desert:cityscape:sinkholes:acid pool"|"artificial temperate:hot:artic:arid:frigid"
610|"Tegmine San"|7108|2,11|1,12|1,24|"sinkholes:hill:ash"|"superheated:windy:frigid"
611|"Tegmine Ba"|7108|9,75|0,836|2,27|"reef:ash"|"windy:superheated:frozen:artificial temperate:artic"
612|"Tegmine Si"|7108|2,36|0,37|1,85|"scrubland:savanna:rocky canyon:valley:acid pool"|"superheated:windy:arid:frozen"
613|"Cosmaraud Sigma"|1509|5,54|1,243|1,65|"forest:acid pool"|"arid:subartic:tropical:superheated:hot"
614|"Cosmaraud Tau"|1509|xx|1,22|1,46|"verdant:swamp:reef:savanna:rainforest"|"humid:windy:arid:artificial temperate:tropical"
615|"Phact Psychean"|4352|3,17|0,805|1,58|"rocky canyon:plateau:vine:rocky island"|"subartic:temperate:frigid"
616|"Pharaoh's Veil Nonal"|290|1,11|1,231|0,97|"forest:rocky island:swamp:ice cave:hill:bog:jungle:jungle"|"rocky:artificial temperate:tropical:hot:subartic"
617|"Pharaoh's Veil Undecimal"|290|2,19|0,732|1,44|"toxic cloudsea"|"artificial temperate:humid:artic:superheated:windy"
618|"Pharaoh's Veil Prime"|290|2,66|1,241|1,29|"reef"|"rocky:tropical"
619|"Alsciaukat I"|3479|7,83|1,328|1,81|"vine:reef:plain"|"rocky:humid:arid"
620|"Ignitionara XXIII"|2907|1,54|1,322|1,05|"cityscape"|"temperate:frozen:subartic:tropical"
621|"Ignitionara XXI"|2907|1,45|0,931|1,16|"reef:cityscape:scrubland:lava river"|"tropical:frozen:arid:superheated"
622|"Ignitionara III"|2907|6,28|1,223|1,73|"savanna:rocky desert:rock arche"|"humid:superheated:windy"
623|"Ignitionara XXIV"|2907|4,89|0,717|1,9|"acid pool:ice cave:vine:cave"|"superheated:artificial temperate:frigid"
624|"Galaxy Prism Qi"|3559|4,09|1,049|1,57|""|"windy"
625|"Cosmic Whispers Hermesios"|4479|4,46|0,515|2,05|"bog:grassy hill:river:plateau"|"temperate:humid:tropical"
626|"Mizar Duodecimal"|7087|xx|0,794|0,9|"valley:glacier"|"subartic"
627|"Deneb Algedi Titanos"|6169|9,31|1,157|2|"verdant:lava river:cliff:rocky island:canyons:vine"|"rocky:temperate:frozen:arid"
628|"Cleopatra's Loom Septimal"|6758|5,53|1,39|1,58|"forest:grassy hill:reef:rainforest:urban:hill"|"subartic:superheated:temperate:frozen"
629|"Ebon Depths Tertial"|732|2,67|1,177|1,31|"cliff:hill"|"rocky"
630|"Ebon Depths Sextant"|732|1,05|0,92|1,05|"grassy hill:ocean:sea:plateau:cityscape:tundra:rocky desert:fungus forest"|"artic:frozen:tropical:temperate:subartic:rocky:frigid"
631|"Alcor Astraeos"|8891|2,04|0,849|1,34|"jungle"|"frozen:humid:artic:rocky:hot"
632|"Skjoldr Shi"|5358|6|0,928|1,86|"plain:grassland:rock arche:cityscape"|"arid:subartic:hot:humid"
633|"Ain I"|6439|2,65|0,57|1,67|"barren:vine:sea"|"temperate:arid"
634|"Polaris Australis Sirenios"|1599|3,12|1,044|1,44|"ice cave:acid pool:bog"|"rocky:humid:frigid:arid"
635|"Polaris Australis Tritonian"|1599|1,69|1,107|1,15|"cityscape:rock arche"|"rocky:arid"
636|"Polaris Australis Poseidian"|1599|0,86|1,474|0,84|"reef:scrubland:plain:jungle:tundra"|"humid:arid:rocky:temperate:frozen:superheated:artificial temperate"
637|"Polaris Australis Typhonian"|1599|0,73|1,058|0,88|"volcano:rocky canyon:fungus forest:rock arche:ice cave:mountain"|"frigid:rocky:hot:artificial temperate:temperate"
638|"Pulsar Seraph XV"|8251|2,09|1,256|1,19|"plain"|"hot:artificial temperate"
639|"Pulsar Seraph V"|8251|1,2|0,62|1,25|"valley"|"windy:frozen:temperate:arid:tropical:frigid"
640|"Haruka Nereidos"|7166|2,56|1,371|1,23|"hill:plateau:sinkholes:lava river:cityscape"|"temperate:windy:artic:superheated"
641|"Aegis Obscura Wu"|7077|0,68|1,071|0,86|"swamp:jungle"|"temperate:tropical"
642|"Astroth XXIV"|4794|6,12|1,035|1,81|"toxic cloudsea"|"windy"
643|"Astroth XXII"|4794|9,17|0,868|2,19|"cliff:bog:cave:river:hill:rainforest:grassy hill"|"artic:frigid:humid:subartic:temperate:windy:rocky"
644|"Ignifera Undecimal"|3379|3,59|0,964|1,55|"valley:jungle:tundra:rocky desert"|"humid:arid:frigid:frozen"
645|"Ignifera Vigesimal"|3379|1,21|0,882|1,11|"field:rock arche:rocky desert:acid pool:hill:rocky island"|"arid:windy:frozen:frigid:humid"
646|"Ignifera Quintal"|3379|4,98|0,809|1,83|"cave:valley:swamp:toxic cloudsea:lakes:acid pool:island"|"frozen:frigid:humid:artic:artificial temperate:hot"
647|"Zubeneschamali Si"|6289|1,76|0,509|1,51|"cityscape:rocky desert:acid pool:lakes:sea"|"humid:frigid:tropical:artic:windy:frozen:superheated"
648|"Zubeneschamali Qi"|6289|4,89|0,648|1,96|"ocean:field"|"tropical:superheated:hot"
649|"Lerna Museios"|7642|3,92|1,25|1,46|"glacier"|"humid:artic:rocky:subartic:frigid"
650|"Lerna Morphean"|7642|3,42|1,219|xx|"plateau"|"artic:frozen:frigid:superheated:windy"
651|"Kamikaze Resonance Quartal"|6392|0,7|1,355|0,8|"sinkholes:cave"|"superheated:frozen:rocky"
652|"Kamikaze Resonance Undecimal"|6392|3,22|1,192|1,39|"rocky island:river"|"frigid:artificial temperate"
653|"Maia Hecatean"|6248|1,5|1,169|1,09|"savanna:river:lakes:city:urban"|"artificial temperate:subartic:superheated:temperate:frozen"
654|"Ronin's Enigma Chi"|5116|4,09|1,354|1,45|"verdant"|"superheated"
655|"Ronin's Enigma Gamma"|5116|1,13|0,917|1,07|"sinkholes:ocean"|"subartic:frigid:arid:superheated"
656|"Kirei Quintal"|5373|2,46|1,172|1,28|"plain"|"temperate:frigid"
657|"Sakuya Nebula Quartal"|3808|3,5|1,009|1,51|"jungle:field:island:fungus forest"|"artificial temperate:windy:temperate:artic:tropical:subartic:arid"
658|"Sakuya Nebula Quintal"|3808|7,79|0,787|2,15|"toxic cloudsea:valley"|"windy:frozen:humid:tropical"
659|"Cassioth Echoian"|4762|1,99|0,765|1,38|"jungle"|"hot"
660|"Cassioth Sirenios"|4762|7,15|1,213|1,81|"tundra"|"temperate:windy:arid:humid:frozen:hot"
661|"Cassioth Chimeraean"|4762|2,39|1,02|1,33|"rocky desert"|"rocky:hot:arid:subartic"
662|"Yed Prior Er"|3594|4,64|0,997|1,67|"ice canyon"|"hot:artificial temperate:artic:subartic"
663|"Yed Prior San"|3594|1,29|0,716|1,22|"hill:sea"|"artificial temperate:windy"
664|"Yed Prior Liu"|3594|7,27|0,673|2,21|"rocky island"|"tropical:temperate:windy"
665|"Achernar Harpian"|5222|8,03|1,174|1,9|"field:mountain:river"|"frozen:tropical"
666|"Pyramid Radiance Morphean"|504|1,41|0,866|1,18|"cave:volcano:valley"|"superheated:arid:tropical:subartic:frigid:rocky:temperate"
667|"Pyramid Radiance Aetherios"|504|1,34|0,821|1,18|"valley"|"windy:frozen:frigid"
668|"Tōku Echoes Chimeraean"|6227|1,72|1,107|1,16|"hill:ash:bog:grassy hill:canyons:city:fungus forest:swamp"|"tropical:humid:hot:superheated:subartic"
